Day,OVT_house,OVT_park,OVT_street,ADT_house,ADT_park,ADT_street,Temperature,Pluviosity
0,0.0,0.0,21.72292142283861,0.030314544633945534,0.0779169759998575,0.0,25.678571428575,0.0
30,16.296291287548417,26.75248767457012,0.0,0.008758889938023724,0.0,0.0,26.06726190475,21.15
60,27.243784420074945,38.92967176184293,0.0,0.0,0.0,0.145431629615594,26.334523809525,20.675
90,19.230431794514466,80.66782199589196,0.0,0.006263436518625414,0.00016751519296508832,0.12098796433830221,27.26273809525,14.725
120,12.487651840327088,52.309770512853525,0.0,0.022914901826606836,0.059390416231105886,0.0,27.10476190475,20.775
150,20.529085802025012,175.99009087296412,0.0,0.009744962616718249,0.046990205258388866,0.05978061779384255,26.90875,38.125
180,18.642853591199966,83.80273175014814,0.0,0.0,0.0,0.08183496216025,26.778571428575,5.149999999999999
210,0.0,50.44252327126862,16.471619864778685,0.00023850126939565526,0.012806052640108955,0.13970683254861924,25.347857142849996,14.725
240,13.602873088006223,69.19451907960833,0.0,0.0,0.1309066746605173,0.09422415026617594,24.7325,17.275
270,0.0,37.57713962962569,36.54083489234693,0.014744421453405418,0.3038015830560984,0.0,24.5101190476,0.0
300,6.251243206496492,39.996923756661495,0.0,0.0,0.12536928661492566,0.0015057841543190693,25.3375,0.0
330,3.8852619482713378,19.030106541091747,0.0,0.0,0.19055503149684574,0.10087959097126617,25.7193452381,0.0
360,10.333497162791833,30.455609120633337,22.807129315263765,0.0,0.12347932232660881,0.33303784535118314,27.90535714285,1.4249999999999998
390,3.981462924969517,85.29459022286038,76.325212669588,0.039814569411231876,0.0,0.16702129061273988,27.35892857145,39.025
420,31.859233004361013,197.60554332043262,0.0,0.047176167005794724,0.0,0.8360373234726325,27.3357142857,46.05
450,19.74053678955523,322.4122611448639,0.0,0.10323825228337967,0.7099642348976581,1.9713352848007048e-20,27.72678571425,24.4
480,4.444723499282055,232.8806115830375,0.0,0.0,0.46387529384650417,0.2868189584226936,27.758928571425,26.225
510,0.0,70.57043675756759,84.90403493501972,0.0,0.8999008710736974,0.0,26.589285714275,117.44999999999999
540,21.966823058226726,55.751275104962694,0.0,0.03339990523388471,0.04926071404792387,0.08799927514869882,25.93214285715,94.35
570,27.90810444133722,33.78117523273966,0.0,0.0,0.3000496306703473,0.0,25.116071428575,81.05
600,21.667203344200125,11.744477988752454,0.0,0.0,0.0017956692291311515,0.23865898445647243,25.1410714286,27.75
630,17.579552484866085,7.933821822822159,0.0,0.0,0.027821242021865672,0.019894535412088007,25.266071428575,23.25
660,10.50766763739286,14.562562556367189,0.0,0.02575774104071259,0.0,0.0,25.860714285724995,7.5
690,23.61202949344661,0.0,0.0,0.020127705450756296,0.01757008374713188,0.027822358173480062,27.248214285725,10.45
720,26.63274455457,0.29513646308523284,0.0,0.01062931859995861,0.0,0.0,27.45357142855,6.375
750,31.321504798663216,32.25305937864959,0.0,0.04036100421009545,0.0,0.0,27.558928571425,9.95
