Day,OVT_house,OVT_park,OVT_street,ADT_house,ADT_park,ADT_street,Temperature,Pluviosity
0,0.0,0.0,70.49036006046256,2.28962360582385,9.511676551576834,0.0,25.678571428575,0.0
30,37.199913030856784,24.223019284757854,0.0,0.6569199275853222,0.0,0.0,26.06726190475,21.15
60,39.906473360345906,114.93823644424631,0.0,0.0,0.0,14.543164215914512,26.334523809525,20.675
90,39.54042961553717,70.55586246099013,0.0,0.0,1.8193607361651278,12.572422757630568,27.26273809525,14.725
120,27.743424438558314,84.42199974422125,0.0,1.9298466374716532,6.777538998875209,0.0,27.10476190475,20.775
150,47.04856462310373,144.8712727718918,0.0,2.1781535013990987,4.713735216768828,0.0,26.90875,38.125
180,45.424161516705624,92.28025713507418,0.0,0.0,0.0,7.2049016461092865,26.778571428575,5.149999999999999
210,20.534721809084182,81.02237471973262,0.0,0.0,1.8001277304206211,12.869494723297985,25.347857142849996,14.725
240,33.72976346269708,87.57132631083529,0.0,0.0,13.859792683834934,7.887047585446788,24.7325,17.275
270,23.364129791310848,69.14920850110816,0.0,1.1611728741032277,21.45170794846802,0.0,24.5101190476,0.0
300,21.59610924889968,70.1168983092492,0.0,0.0,12.536985371855023,0.15060715569053398,25.3375,0.0
330,12.521049701542852,82.6440592997819,0.0,0.0,17.642214933629724,9.604911472883268,25.7193452381,0.0
360,0.0,114.50038360707217,114.90296136223989,0.0,8.433946068650101,23.822709971305933,27.90535714285,1.4249999999999998
390,47.24162451041604,110.30838283356026,0.0,3.9814734421156035,0.0,16.702064315167906,27.35892857145,39.025
420,0.0,164.39115564806346,216.14434042616426,15.567542265382365,0.0,6.623602157581003,27.3357142857,46.05
450,72.55982326857715,118.54838784931295,0.0,11.232253459982328,23.271896213645647,0.0,27.72678571425,24.4
480,49.40760278708227,169.15839876676696,0.0,0.0,31.963419174874062,19.238386205550555,27.758928571425,26.225
510,0.0,103.24575609028496,208.33832131026873,0.0,45.1723459524813,1.254993566465011,26.589285714275,117.44999999999999
540,47.279485110186066,96.06176428272794,0.0,0.0,0.0,20.032076411020608,25.93214285715,94.35
570,38.251978314397945,60.27685115113475,62.12341584100905,0.0,26.594585069944543,0.0,25.116071428575,81.05
600,30.570410478084817,83.37528407142919,0.0,0.0,3.359869170121135,17.073629538694007,25.1410714286,27.75
630,35.51270136720048,23.631648533791598,0.0,0.0,2.782167103780108,1.9894570933832205,25.266071428575,23.25
660,28.636405052953556,28.39523216603788,0.0,1.0113703670765606,0.8284086838752185,1.3897047372414664,25.860714285724995,7.5
690,32.61631779122651,48.67699949232165,0.0,0.0,4.220481653658411,7.273787891338637,27.248214285725,10.45
720,47.61071603223624,20.309529123388252,0.0,1.0629329480372924,0.0,0.0,27.45357142855,6.375
750,52.423182625534785,71.18001498842011,0.0,4.036083621684118,0.0,0.0,27.558928571425,9.95
